terc,index
020101,50.08484540000001
020102,0.9807864599999999
020103,5.2323775800000005
020104,3.9753493099999995
020105,1.21447119
020106,1.3221176099999998
020201,12.844317399999998
020202,36.80201413000002
020203,3.9599249299999997
020204,2.88494036
020205,0.03842026
020206,2.6791082999999998
020207,1.1212389800000004
020301,71.00580747000001
020302,1.46579551
020303,1.04126437
020304,1.6013411
020305,0.36145718
020306,0.26234818000000004
020401,12.920409139999999
020402,0.01592488
020403,0.6821235899999999
020404,2.68865503
020501,19.720359280000004
020502,2.6556827400000005
020503,0.56412268
020504,0.16135679
020505,0.15440322000000004
020506,0.28714543000000003
020601,16.256128459999992
020602,4.26433251
020603,3.41732399
020604,10.34028006
020605,0.84746138
020606,0.8047549999999998
020607,3.6241772500000002
020608,1.5573017999999998
020609,46.233140430000006
020701,15.237182810000004
020702,0.21817474000000003
020703,3.09986948
020704,0.34887584
020801,5.756803759999998
020802,41.547580669999995
020803,9.86106525
020804,12.679641579999997
020805,8.892283019999999
020806,10.612628309999998
020807,1.2024923399999998
020808,3.933560850000001
020809,0.11376669
020810,2.7966597500000003
020811,0.09054159999999999
020812,2.1849481799999997
020813,4.745345630000001
020814,1.79055153
020901,0.46107587
020902,0.20500397999999997
020903,0.7745881899999999
020904,1.21574186
020905,2.3059748099999995
020906,1.24944948
020907,4.0737408
020908,0.10850354
021001,23.883501019999997
021002,6.548590810000001
021003,2.6694996300000002
021004,0.008424870000000001
021005,1.335433
021006,0.15961359
021007,1.1406197800000002
021101,99.01361921999997
021102,0.33741129000000003
021103,2.93538221
021104,5.262104689999999
021201,8.924051139999998
021202,0.6718785499999999
021203,12.913936079999997
021204,2.6175246600000004
021205,0.58361264
021301,0.7208715200000001
021302,1.4547317099999997
021303,12.461372720000007
021401,34.042156610000006
021402,1.9790533300000002
021403,1.64986569
021404,0.62065364
021405,1.1555371399999996
021406,0.10395829
021407,10.33343845
021408,5.120373430000001
021501,42.51786501
021502,1.48306961
021503,16.669951279999996
021504,0.2644201400000001
021601,5.94156998
021602,0.75132614
021603,1.72404
021604,23.467844559999996
021605,3.9755771299999996
021606,1.67302878
021701,1.3427589
021702,0.48312987999999996
021703,0.75761956
021704,14.528486059999997
021705,3.6228405999999995
021801,11.52809542
021802,1.3941505600000004
021803,6.60822096
021804,16.358578819999998
021805,0.59203683
021901,69.44719962
021902,13.416468390000002
021903,0.44684591000000007
021904,2.11946043
021905,1.56829855
021906,17.420116569999994
021907,0.18951583000000002
021908,5.286819809999998
022001,9.619368820000002
022002,2.53408255
022003,23.14150677
022004,2.4351973999999994
022005,1.05239161
022006,7.796295139999998
022101,4.954860780000001
022102,2.0278434800000005
022103,8.440982900000003
022104,0.95753909
022105,2.5031213800000005
022106,3.31889197
022107,0.11619749000000001
022108,0.59944218
022201,9.657381760000002
022202,1.04346561
022203,12.910371430000001
022301,6.70345533
022302,25.79153600000001
022303,0.57443959
022304,16.86881809
022305,86.28618439
022306,0.6665564799999998
022307,6.230333279999998
022308,15.637104369999996
022309,4.517781620000001
022401,0.8499790900000002
022402,0.18145461999999998
022403,1.8111472799999995
022404,0.80283662
022405,16.867240760000005
022406,4.446526489999999
022407,1.45317547
022501,1.8788261000000002
022502,64.19200719
022503,18.24288063000001
022504,1.9674061399999998
022505,0.63693512
022506,1.3455715400000001
022507,1.53625931
022601,0.83895064
022602,12.20545259
022603,0.3272543100000001
022604,1.2689317500000001
022605,0.18081851000000002
022606,0.00781795
026101,92.80424729000005
026201,108.51135869999996
026401,923.1553071599993
026501,80.25156454999996
040101,11.750646959999997
040102,11.67565158
040103,0.36360779
040104,0.14972496
040105,1.4707593
040106,0.7769311299999999
040107,0.18109884
040108,1.21172341
040109,1.40394046
040201,30.872226770000005
040202,0.08580059000000001
040203,0.03946451000000001
040204,0.63079955
040205,0.4590004900000001
040206,0.22130246999999997
040207,2.3338140400000005
040208,0.58606466
040209,0.83566002
040210,0.34429762999999997
040301,17.177655590000015
040302,1.63943296
040303,2.16602034
040304,11.843680219999996
040305,4.529899540000001
040306,12.98413177
040307,2.4221061400000004
040308,14.455094720000002
040401,13.824428250000002
040402,0.03027313
040403,0.7586986700000002
040404,1.2272890000000005
040405,0.9981922999999999
040406,1.8638510099999996
040407,3.7809651599999996
040501,18.39367445
040502,0.8083875400000001
040503,0.07402990000000001
040504,4.956672909999999
040505,0.8165867199999999
040506,1.25742171
040601,0.035435350000000004
040602,0.7834986999999999
040603,1.4509417900000001
040604,1.2576256900000002
040605,0.13835026000000003
040606,0.056306690000000006
040701,72.46856880000009
040702,1.2329391200000002
040703,5.30192237
040704,0.03862456000000001
040705,5.40961099
040706,14.180298449999997
040707,3.61172525
040708,1.0389340599999999
040709,2.94604563
040801,20.912001010000004
040802,0.53417251
040803,0.7831996299999999
040804,2.1574863199999994
040805,2.5049535599999997
040806,0.02811993
040807,2.5808618300000004
040808,1.21783255
040809,2.2042981700000004
040901,0.81383768
040902,0.74864366
040903,11.579981120000001
040904,6.61083118
041001,3.460221709999999
041002,2.9659470000000003
041003,22.18511675000001
041004,1.71712991
041005,8.96185599
041101,0.39201113
041102,0.72858289
041103,1.64596639
041104,2.22271713
041105,3.394636490000001
041106,0.06189194
041107,1.1956688
041201,22.623250540000004
041202,0.4466133899999999
041203,1.12653484
041204,0.03839547
041205,0.8594636999999999
041206,0.69707047
041301,1.5589268600000001
041302,7.983713359999999
041303,0.7417434799999999
041304,5.2906759999999995
041401,1.27368332
041402,1.8680536399999998
041403,1.2939589800000002
041404,0.8157110200000001
041405,1.10830269
041406,4.386982700000002
041407,3.2444058
041408,3.37220101
041409,24.10279294000001
041410,0.74988669
041411,2.3044210499999997
041501,8.2434986
041502,0.016616640000000002
041503,3.5557978200000004
041504,2.9418081099999998
041505,1.8426523799999996
041506,2.9508028800000003
041507,2.8901133799999994
041508,1.7301499599999997
041509,4.479716069999999
041601,1.9454815799999996
041602,1.55108602
041603,0.5457176199999999
041604,1.3723515
041605,1.8968225200000002
041606,15.020337939999997
041701,9.720681660000002
041702,0.69543294
041703,0.41951039
041704,2.4636502100000004
041801,3.7214741099999995
041802,1.01731963
041803,1.0052961
041804,4.930006589999999
041805,2.60512812
041806,2.4821977
041807,3.10132346
041808,2.74690011
041809,0.00779677
041810,0.83087488
041811,7.8838593999999995
041812,2.92558734
041813,0.4492042799999999
041901,6.58658952
041902,1.62784726
041903,2.8159271799999996
041904,4.83329578
041905,1.17683112
041906,13.915674890000004
046101,370.3354708099997
046201,80.49016957999997
046301,212.26748737999998
046401,93.83404106999998
060101,13.173289310000001
060102,4.847020529999998
060103,0.40682949
060104,0.2923934
060105,1.20236904
060106,0.5372140500000001
060107,1.1785726199999997
060108,0.3931658699999999
060109,0.7276298900000001
060110,0.18050178
060111,1.0118235099999997
060112,0.35069555
060113,0.39690538000000003
060114,0.5380901299999998
060115,0.21127298
060116,0.45163989
060117,0.34211735000000004
060118,1.57977169
060119,1.0323771699999997
060201,31.753506459999993
060202,0.55063334
060203,4.887e-05
060204,0.32214226
060205,1.4732702699999998
060206,0.71998829
060207,3.02863955
060208,0.9217687
060209,0.7563024700000001
060210,0.49100317
060211,0.32644311
060212,0.41302053000000005
060213,3.305e-05
060214,0.19607084000000002
060301,2.18697039
060302,0.6931265200000001
060303,0.02043528
060304,0.9411596999999999
