JPT_KOD_JE
140903
143406
181308
181307
181309
121803
121801
121805
260203
260107
260105
260604
260410
260409
261103
261004
261005
260801
280605
280408
280405
280501
281202
281404
281903
280205
280206
280304
121901
021202
041506
060112
100206
141708
143701
181609
021301
021302
246101
060201
060205
060208
060301
080104
100407
100504
100508
100608
141805
141903
143802
181605
200205
220706
041901
241001
241503
241509
241710
241712
241608
143203
180601
120901
040601
040606
040703
320904
061407
061410
220507
220508
101708
101805
180704
120905
121005
121010
022603
022604
022606
040805
321101
061508
061604
220908
180804
180803
180805
180906
020403
321302
061802
142702
142902
142908
180206
180305
180301
120602
120604
061111
220804
101602
101608
101703
143004
180306
180405
120704
120708
201307
201403
040304
320602
280706
301502
121113
300202
241103
240308
240303
200207
121704
021901
021905
022001
240310
060701
060706
060611
142306
142302
142401
160803
160906
120202
120102
200706
200701
022102
240401
240403
240409
240411
060710
060809
080904
101101
142507
120401
200803
022305
320206
220108
101211
142513
161102
160103
160104
120503
120603
201104
201109
020102
020106
020104
040107
061001
061106
061105
101407
101410
141004
141105
141109
140402
140501
140502
181001
121205
040804
040806
040903
321506
062010
221305
221405
141210
140605
181007
041005
041206
121106
020810
020808
020806
020801
020604
020601
080407
260407
061805
062014
200804
280101
261208
100807
160903
221301
260103
306201
281708
306401
301303
301306
300105
300204
301703
301503
301802
301708
302006
302505
302602
302501
302802
302806
303005
302902
302901
301008
300705
300703
300704
300706
300303
300905
300308
300502
240604
240608
240705
240502
240606
240203
080305
080408
141912
142006
142009
160304
160503
160504
181701
181802
181902
181901
181903
200301
200307
040401
060402
080701
100804
100803
142106
142202
160704
160703
160705
160709
321603
062011
062015
081102
141310
141306
141404
140804
140906
121702
020902
021001
041301
041408
081110
081201
100105
100208
141506
141603
121809
260208
260205
260102
260305
260405
260416
260418
260505
260419
260905
260906
260607
261105
260608
261101
260702
280505
261304
261305
280804
280801
280904
281201
281406
281102
281005
281203
281504
281706
281410
280306
280305
280302
300101
126301
041501
041601
041604
100402
141705
141707
181406
181502
121905
200103
021801
021803
021804
021402
021404
021405
041803
060204
060210
080107
100503
100507
143804
181607
181611
220703
021503
041903
041906
246601
241101
241004
241404
241302
241603
241703
143305
143308
180605
120803
120906
040604
040602
320801
320803
320804
320806
320901
061307
061402
220506
220607
101801
140202
140201
121003
026401
020204
321104
061501
220906
221003
221005
101807
102003
102006
102009
102104
140307
140311
321204
321403
221203
101505
142701
142706
142903
180203
120613
201205
040105
040104
040201
040206
040207
320502
320703
061201
061207
220402
220501
101702
142804
142806
120615
120703
120702
120710
120712
201306
201305
040306
320607
320608
301505
020301
280106
321410
302003
200902
200106
240302
200502
180506
160203
160202
186201
200501
200508
060610
060709
080704
101011
101001
142304
142308
160806
160807
120204
120207
120106
120105
240402
060804
060803
060805
060810
060812
080905
081008
101207
142407
142505
160911
120107
120402
201006
201002
201004
201007
022306
022307
320205
060813
060908
060905
060907
060913
220101
220102
101214
101401
142606
142611
142609
142610
142613
120407
120507
201009
201101
201102
320405
060914
061101
061104
221210
221304
141005
121204
121309
121501
121504
121503
020606
020701
040904
061902
061906
062012
141207
141209
140701
181107
121307
121506
121509
121608
041004
121103
120510
022106
020812
020603
181805
160904
160912
041813
120301
081001
220202
281303
302502
221509
221104
320306
181606
260413
020505
100509
200703
200707
201404
101501
160901
220303
320305
280702
302115
260506
101710
101707
142905
141604
320507
261201
301402
301403
301705
301706
301905
302004
301908
302112
303004
300307
300401
300702
301013
300710
300801
300404
300403
300405
300806
300910
300902
301001
301205
301105
247401
080401
100701
141909
142010
160605
181703
181708
200303
021604
021606
021702
046201
046301
040403
186401
240103
240102
240106
240108
080601
080602
100805
160603
160604
321504
321702
066301
221602
221601
221605
141307
143603
140805
140901
181110
181205
181206
121611
121615
021005
041402
041401
041406
321804
060101
060106
100104
100108
141505
143404
181302
181306
181404
181407
260502
260408
260603
260704
261102
261104
260705
280402
280502
261303
280903
280604
280608
281405
281304
281402
281305
281502
281704
281411
286101
281801
280303
121810
021103
041504
041503
041505
041507
060108
060116
080101
141610
143505
181505
200105
200107
041702
041802
246201
080105
100501
100502
100510
141802
141904
141906
146501
160201
200203
021504
041904
041902
247201
241203
241205
241301
241504
241702
241601
241708
241709
241713
241705
241707
143205
180606
180603
180504
120804
040702
061306
061401
061503
220502
220601
220606
140103
140101
140102
140104
140106
140208
180705
026201
020207
320908
321004
321103
061504
061601
061606
221105
102004
102101
102102
140306
140312
121015
061705
061704
061803
101506
180201
120606
120610
120611
201110
201208
040203
320503
220408
220404
101611
101601
101610
180409
180403
120616
201402
040210
040301
040504
320605
320606
020503
302005
280606
020202
246701
241506
240312
240301
200104
181704
161002
182105
200403
200505
200603
200602
021908
240311
240406
060605
080805
080806
101003
101005
101004
101010
101105
120101
240405
240415
320101
060801
060806
080906
101104
101102
142404
142503
161105
161101
060902
060901
060903
060911
081004
220109
101213
101302
142601
161103
120501
120505
120508
220110
220302
101405
101408
221209
226301
141103
140401
140504
140601
181002
121114
121206
121305
121301
041102
321408
321411
061812
062007
221307
221309
141206
140611
121304
121610
121601
020805
121104
022501
020813
160902
022506
141502
141510
200402
200401
241002
302504
326301
221102
101009
200709
241607
302202
247101
100406
220205
141607
221504
142301
143001
301009
301601
301501
301603
301305
301804
302402
302405
302403
302604
302307
302704
302601
302803
303003
302807
303104
303108
300304
300707
300804
300604
300406
301002
301202
240503
240707
240701
240703
240804
247601
240202
060303
060310
060401
060405
080304
160306
181801
200215
200214
200404
021902
046401
040406
080501
142008
142002
142101
160702
160708
182002
041203
321606
221501
221505
221503
221502
221510
141304
143601
143605
181204
020905
321705
081108
106201
141504
141501
141507
143410
143402
143401
143411
181303
181405
260301
260403
260402
260601
260802
280403
261207
280503
281407
281001
281103
121904
121902
021201
041509
041603
060202
181409
181603
200101
041801
246501
060203
060209
080202
080301
080303
100403
100405
100505
141801
141804
146401
181706
200209
021406
021407
220702
220705
247001
241108
240902
241204
241309
241501
241401
241507
241508
241405
241706
241701
143204
143207
143302
180507
120801
040603
320802
320807
320907
061404
061406
220504
101902
143309
140105
140204
140203
180508
180703
120908
120907
121009
022605
040709
061502
061602
220907
102103
140308
180905
121012
121101
321205
061804
061806
061811
101504
101507
142612
180108
201203
201301
040108
040204
320702
061107
061109
061304
220406
220405
220801
220805
143005
180302
180402
180411
120612
120709
206301
201401
206201
040307
301504
020501
121111
020203
186101
300201
321401
302001
241104
200509
160707
200503
021907
022003
240414
060704
080804
142205
142207
142403
160905
120203
120104
200605
200606
200705
200708
022104
022103
022201
060802
080909
081007
101202
101210
101206
101205
142502
142511
160909
120303
120305
120403
201001
320103
320201
320202
081006
142603
120506
120504
200901
200903
022404
020103
061002
061103
220307
101411
221303
221308
141003
141107
141102
140403
140506
180907
121405
121404
121406
020605
020609
041104
041103
246301
062006
062005
221306
141108
140608
140609
140704
121302
121606
041105
041107
121107
022503
021204
021003
300601
206101
160910
181612
106301
022504
300602
226201
181501
301101
301103
241308
260415
101901
200702
166101
220306
321703
280105
301005
301011
241606
241303
220103
226101
142004
240801
086101
080106
140702
220105
040706
040902
301302
301906
301807
302002
302105
302108
302102
302113
302308
302407
302303
302701
302706
302305
303106
303101
303002
302903
301006
300903
300302
300306
300309
300907
303105
240505
240506
240605
247801
060305
060307
060314
100611
141914
141913
160305
181904
200212
200306
021601
021704
021703
040405
240204
240208
060407
080604
100901
142201
160602
182004
321605
321604
062001
221508
221604
141303
141305
141309
141403
181109
121612
020904
020906
021004
041405
081107
081106
081109
081202
100103
100102
140904
181310
181402
260202
260207
260303
260507
260417
260701
260606
261003
261002
280409
280404
280806
281306
281205
281403
281003
281002
281901
281508
281505
281802
281702
281703
281701
280207
021007
021102
021104
041508
060107
081203
080103
100205
100302
100401
141609
143501
143503
143502
143506
143704
181503
126201
021401
021403
041701
041807
080102
100506
141806
141901
200202
200204
200213
200210
241202
241005
241003
241106
241306
241502
241605
241715
241604
143202
143206
143304
180502
180505
120807
040605
220603
220901
101706
101709
101802
140206
121002
121006
020205
040807
040803
320906
321003
321102
061505
220904
102007
102002
140304
140309
180802
180901
020402
321306
321301
061809
061808
061810
221205
142705
142704
142906
142904
160101
120601
120605
120609
201201
201204
201209
201308
040106
040209
040208
061206
061204
061203
061205
220505
220503
101701
143002
180307
120614
120707
201310
040303
040501
320601
160401
300504
160404
220201
020302
280802
241714
200507
200405
200601
021906
060604
060607
080702
080801
160907
120103
022006
022202
080907
101201
101209
142508
120108
120109
120304
200801
200805
201003
060904
081002
220107
220106
101306
142607
120406
022405
320406
320303
061005
061108
220305
141006
141101
141106
140503
140505
140603
121112
020607
321502
061903
061904
221311
221401
141204
141205
141208
141211
141213
181103
121604
121603
041001
041003
121508
121108
026101
022105
041805
062009
121806
143409
141104
146101
180708
180710
220203
326201
221001
100607
186301
020703
201405
306101
260304
302204
302205
240104
261203
141308
141605
143805
300208
300207
301704
301805
301806
302114
302101
302408
302103
302401
302304
302306
302708
302301
302702
302603
302302
300603
300301
301004
300805
300803
300501
247501
301102
240706
240609
240802
240507
240206
060302
060313
080404
100708
141905
142005
142007
181804
200302
200304
240210
060501
060505
060507
080504
100908
100902
100904
100903
142011
142003
142105
142104
182101
041204
041205
321601
321602
321701
062003
221603
141405
143602
140902
181207
121614
121616
121705
020901
020903
041407
321802
100101
100107
143403
143405
143407
143412
181301
181403
121802
260209
260302
260414
261205
260904
260902
260909
280401
261306
280901
280704
281104
281408
281101
281705
281602
281507
281707
281412
300102
021101
021205
041409
041502
060109
100207
100210
100304
100303
100305
100404
141606
141704
143706
181601
181602
121903
200102
041703
041704
041804
060211
080204
080206
143801
146301
181608
021408
220704
021502
021501
041808
246801
241006
240901
240904
241305
240903
143301
180602
180604
180501
180503
120805
120902
120903
040506
040701
320609
320903
061305
180706
321001
061506
221002
221103
221107
102008
140302
140305
140313
180801
020303
020401
321201
321206
321305
221202
142703
180202
180204
180303
120617
201202
320501
061302
220403
220407
101705
101704
142805
142802
180401
180406
120706
201303
201309
040305
040503
300505
160402
280707
100209
020305
020504
280610
060311
241704
201106
161004
161003
160706
160701
121703
240305
060703
060707
101007
142203
142206
160802
022108
022107
240410
240408
240407
240413
060807
080908
081009
101203
142501
200807
022301
022304
022308
022309
022402
320102
320104
060909
060916
081003
101406
142604
160105
160106
120405
022406
022403
040101
320403
060915
061003
220301
221208
221302
221310
140405
121109
121203
121505
020704
040901
041106
321404
321501
321503
061907
221402
221403
140606
140607
140705
181105
181102
181106
121306
121605
020804
041201
121011
060506
060315
022505
021006
020803
260504
300708
140803
247901
281803
320402
220802
100602
320302
020602
100806
100703
200704
141608
301702
220204
281509
261202
140706
320704
260903
300205
301707
301803
302406
302111
302104
302107
302109
302201
302705
302703
302709
300402
300701
300711
300802
301204
240603
240708
240501
240805
240201
060306
060308
060403
080306
080403
080405
100706
141911
160302
160502
160601
181707
181803
200305
200308
200406
021603
021602
040402
240207
240105
240107
080502
100801
142001
182001
182003
182104
062004
062002
221507
141302
141401
141402
143604
140802
121609
020907
041303
041302
041404
326101
081104
143408
181304
181401
121807
