terc,index_dens
020101,1228.7003313789814
020102,147.75729936391934
020103,1297.522190369122
020104,264.1968418629128
020105,185.9130554046713
020106,37.612366226546214
020201,488.774603035708
020202,1019.7964786092213
020203,418.3446344578057
020204,367.84150736446253
020205,34.0858377425044
020206,365.2545733512786
020207,267.04179816513766
020301,1069.950961922344
020302,355.8598056823202
020303,180.64862023154308
020304,310.0781247196052
020305,161.29228915662648
020306,81.3508718244804
020401,525.9528507198788
020402,5.360107707842477
020403,141.2600020708221
020404,324.4700070392792
020501,878.4303011275703
020502,313.5142603493197
020503,111.84855773072313
020504,21.409757485770825
020505,82.29803901950976
020506,1.9985539090444557
020601,3074.356646113191
020602,397.03668001117217
020603,558.4041986603496
020604,1436.9742629421587
020605,18.844870175438572
020606,63.9050822522402
020607,340.3048866101361
020608,204.00106148632293
020609,3.440062953071347
020701,856.6922340879968
020702,96.2824207141273
020703,273.46415015737824
020704,87.23241180386066
020801,1232.0527189454872
020802,1527.2474155189286
020803,975.4758434835571
020804,569.5931505148951
020805,1328.725120318725
020806,490.02370975492556
020807,73.6386123309327
020808,465.4338232774446
020809,62.04235233160622
020810,379.4092466806429
020811,47.23149851890573
020812,88.22231869594145
020813,508.2538396454473
020814,198.72460033076075
020901,938.7713741721852
020902,191.9624092098378
020903,232.85422335942204
020904,150.5699971823049
020905,0.70108456944712
020906,148.2829094384004
020907,673.5271027657267
020908,37.96418541505042
021001,1193.3743368935295
021002,1531.6834015786872
021003,258.70958740062395
021004,6.857374089805825
021005,256.9863977832512
021006,99.99493522516966
021007,266.9140258294367
021101,1470.804191317125
021102,60.00573003429692
021103,382.30453938927377
021104,674.7452214996953
021201,896.8284246077106
021202,113.59602259887005
021203,505.20935710552277
021204,308.7624352636535
021205,141.1796648572103
021301,166.01042274678116
021302,177.36370219590424
021303,490.2894210460928
021401,830.4463176048937
021402,232.50536801774538
021403,241.2121098644907
021404,2.040447012647187
021405,337.2806566052527
021406,80.56138990332975
021407,603.8033461629559
021408,395.76726603085996
021501,1224.0304172193416
021502,249.09657159487773
021503,736.7978131170057
021504,90.67910567501806
021601,513.1315430313452
021602,191.2068156705173
021603,319.27413259668515
021604,913.7346498286123
021605,481.8570209436688
021606,394.7593489905233
021701,92.03479170629637
021702,104.7120356891289
021703,154.25842839036756
021704,705.0977591428957
021705,512.4372801693718
021801,357.8505485232068
021802,233.64114685079159
021803,344.02398892286396
021804,846.8639160136624
021805,116.63107558713243
021901,1143.6727036631073
021902,590.8000704380365
021903,99.53236482586108
021904,216.26520078163168
021905,275.6774422164396
021906,701.9174215089034
021907,38.43092302373819
021908,408.1875506400908
022001,503.45320701857855
022002,239.1816950959488
022003,986.4944524772291
022004,252.84312652754284
022005,181.12119952694715
022006,551.9404250085411
022101,263.1152055424218
022102,416.6194186046513
022103,1415.063491635186
022104,181.23123505154638
022105,339.8885554259045
022106,510.5815989280929
022107,7.173986470725448
022108,105.16723036940783
022201,660.0633768251013
022202,129.49064312583425
022203,508.92728393407464
022301,260.3847889135773
022302,729.2413283629716
022303,87.5393021062559
022304,654.6381068946667
022305,1964.8964143661462
022306,177.04848976336078
022307,466.0190038016914
022308,496.33433163481976
022309,371.980759482453
022401,158.55765851795263
022402,162.70720969370583
022403,222.21547113594036
022404,102.65425163094127
022405,739.4985975722756
022406,278.91190292529524
022407,383.07236996834
022501,413.8816249398171
022502,2135.5707258628136
022503,772.8679894736847
022504,212.9303693843594
022505,135.93921166666667
022506,173.40700838090615
022507,459.9035746978054
022601,234.24175399889685
022602,817.356506658006
022603,74.97042309387398
022604,183.21568051288895
022605,39.806048155933496
022606,4.849130807719799
026101,1188.0997863616756
026201,1058.9761307937654
026401,1418.5229569636895
026501,762.0172616475134
040101,930.5404338825871
040102,1099.0933958529688
040103,199.85034896401308
040104,66.72803122651749
040105,90.12506803533063
040106,238.08705694177863
040107,63.38884811742182
040108,267.0881118421052
040109,282.87717714285714
040201,889.1389760348584
040202,20.117987689393942
040203,6.299996505939902
040204,124.63548649357459
040205,118.49909836065574
040206,48.73661558109832
040207,187.06390062111805
040208,144.80384005942062
040209,162.70775053512355
040210,69.9863403552251
040301,435.367741624699
040302,14.72167958040291
040303,185.02436942246172
040304,724.9863679068804
040305,300.68660871263916
040306,835.6867169156884
040307,225.0073446327684
040308,685.0501464721643
040401,640.633481019187
040402,7.956143300146891
040403,6.060454946996466
040404,226.90102969533368
040405,5.116856549815497
040406,338.9002324263039
040407,538.9727931034482
040501,1462.9674304445166
040502,164.05720698254365
040503,25.603448119104446
040504,430.1395392551145
040505,94.43773274058574
040506,281.6998879487766
040601,18.031806580565807
040602,46.856554949337486
040603,217.47323811963622
040604,190.36736671703
040605,34.68328978622328
040606,5.28759263744248
040701,994.6148130867008
040702,9.1047182821119
040703,412.0778597247323
040704,25.70499196073453
040705,425.89122958988116
040706,686.5840787615709
040707,370.60349585168495
040708,146.88892728429087
040709,19.566446506550218
040801,1392.3915922275808
040802,145.96007128969538
040803,271.636235622168
040804,52.590742404227214
040805,348.26072901949703
040806,7.658646413502109
040807,379.7161704681874
040808,260.37792079207924
040809,328.45307600059965
040901,135.75454683764397
040902,90.82680842279107
040903,465.78595001223187
040904,575.5923018279476
041001,263.82421865581665
041002,353.1832212581346
041003,522.4776944971542
041004,240.56743993371992
041005,379.65948456095225
041101,1598.4486791085337
041102,211.56329058583503
041103,230.44111717133725
041104,325.4713946117274
041105,367.9250558628919
041106,9.516705559368566
041107,250.1236930154747
041201,1402.513734212655
041202,41.76920454545454
041203,26.818553074978936
041204,5.849842561707793
041205,146.97233321929522
041206,175.82699193141704
041301,250.16420218181815
041302,522.8195264093448
041303,153.36652270433905
041304,413.47636506746636
041401,189.88752
041402,302.61757852497567
041403,265.71158196721314
041404,117.201723195428
041405,255.63704728950407
041406,423.7492148556794
041407,561.7842079477409
041408,274.66991436031327
041409,679.7961896485701
041410,205.23977722772275
041411,297.13432861102564
041501,570.4460845129057
041502,5.339515324305061
041503,321.48828495751025
041504,255.30862387131793
041505,247.10305823265915
041506,219.69519811690856
041507,197.6407633460835
